Landscape,Site,Date,Transect,Plot.ID,Time,Local.Name,English.Name,Scientific.Name,Taxon.Rank,Indv,Distance,Observation.Type
KALIMANTAN BARAT,GUNUNG RAYA,13/9/2023,GR-SR,GR-SR-P10,12.54 WIB,Brown fulvetta,Wergan cokelat,Alcippe brunneicauda,spesies,1,10,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,13/9/2023,GR-SR,GR-SR-P10,12.55 WIB,Orange-bellied Flowerpecker,Cabai-bunga api,Dicaeum trigonostigma,spesies,1,10,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,13/9/2023,GR-SR,GR-SR-P10,12.59 WIB,Cream-vented Bulbul,Merbah corok-corok,Pycnonotus simplex,spesies,1,10,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,13/9/2023,GR-SR,GR-SR-P11,11.07 WIB,Cream-vented Bulbul,Merbah corok-corok,Pycnonotus simplex,spesies,1,10,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,13/9/2023,GR-SR,GR-SR-P11,11.10 WIB,Black-and-yellow Broadbill,Sempur-hujan darat,Eurylaimus ochromalus,spesies,1,10,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,13/9/2023,GR-SR,GR-SR-P11,11.13 WIB,Black-naped Monarch,Kehicap ranting,Hypothymis azurea,spesies,1,10,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,13/9/2023,GR-SR,GR-SR-P11,11.15 WIB,Black-eared Barbet,Takur telinga hitam,Psilopogon duvaucelii,spesies,1,15,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,13/9/2023,GR-SR,GR-SR-P11,11.18 WIB,Ashy Tailorbird,Cinenen kelabu,Orthotomus ruficeps,spesies,1,7,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,13/9/2023,GR-SR,GR-SR-P11,11.27 WIB,Cinnamon-rumped Trogon,Luntur Tunggir-coklat,Harpactes orrhophaeus,spesies,1,15,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,13/9/2023,GR-SR,GR-SR-P11,11.29 WIB,Brown fulvetta,Wergan cokelat,Alcippe brunneicauda,spesies,1,15,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,13/9/2023,GR-SR,GR-SR-P11,11.37 WIB,Red-throated Barbet,Takur warna-warni,Psilopogon mystacophanos,spesies,1,15,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,13/9/2023,GR-SR,GR-SR-P11,11.48 WIB,Maroon Woodpecker,Pelatuk pangkas,Blythipicus rubiginosus,spesies,1,7,VES
KALIMANTAN BARAT,GUNUNG RAYA,13/9/2024,GR-SR,GR-SR-P11,11.50 WIB,Wreathed Hornbill,Julang Emas,Rhyticeros undulatus,spesies,1,15,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,14/9/2023,GR-SR,GR-SR-P7,07.03 WIB,Sunda Pygmy Woodpecker,Caladi tilik,Picoides moluccensis,spesies,1,15,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,14/9/2023,GR-SR,GR-SR-P7,07.11 WIB,Black-naped Monarch,Kehicap ranting,Hypothymis azurea,spesies,1,10,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,14/9/2023,GR-SR,GR-SR-P7,07.17 WIB,Cream-vented Bulbul,Merbah corok-corok,Pycnonotus simplex,spesies,1,10,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,14/9/2023,GR-SR,GR-SR-P7,07.23 WIB,Oriental Dwarf-kingfisher,Udang Punggung api,Ceyx erithaca,spesies,1,10,VES
KALIMANTAN BARAT,GUNUNG RAYA,14/9/2023,GR-SR,GR-SR-P7,07.29 WIB,Rufous Piculet,Tukik Tikus,Sasia abnormis,spesies,1,10,VES
KALIMANTAN BARAT,GUNUNG RAYA,14/9/2023,GR-SR,GR-SR-P7,07.37 WIB,Ashy Tailorbird,Cinenen kelabu,Orthotomus ruficeps,spesies,1,7,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,14/9/2023,GR-SR,GR-SR-P7,07.45 WIB,Red-throated Barbet,Takur warna-warni,Psilopogon mystacophanos,spesies,1,15,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,14/9/2023,GR-SR,GR-SR-P7,07.59 WIB,Oriental Paradise-flycatcher,Seriwang Asia,Terpsiphone affinis,spesies,2,7,VES
KALIMANTAN BARAT,GUNUNG RAYA,14/9/2023,GR-SR,GR-SR-P7,08.15 WIB,Little Spiderhunter,Pijantung kecil,Arachnothera longirostra,spesies,1,7,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,14/9/2023,GR-SR,GR-SR-P7,09.15 WIB,Spotted Fantail,Kipasan mutiara,Rhipidura perlata,spesies,2,10,VES
KALIMANTAN BARAT,GUNUNG RAYA,14/9/2023,GR-SR,GR-SR-P7,09.24 WIB,Black-eared Barbet,Takur telinga hitam,Psilopogon duvaucelii,spesies,2,15,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,14/9/2023,GR-SR,GR-SR-P6,10.15 WIB,Little Spiderhunter,Pijantung kecil,Arachnothera longirostra,spesies,1,7,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,14/9/2023,GR-SR,GR-SR-P6,10.23 WIB,Black-throated Babbler,Tepus kaban,Stachyris nigricollis,spesies,1,7,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,14/9/2023,GR-SR,GR-SR-P5,11.18 WIB,Black-eared Barbet,Takur telinga hitam,Psilopogon duvaucelii,spesies,1,15,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,14/9/2023,GR-SR,GR-SR-P5,11.19 WIB,Olive-backed Sunbird,Burung-madu sriganti,Cinnyris jugularis,spesies,2,10,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,14/9/2023,GR-SR,GR-SR-P5,11.22 WIB,Black-naped Monarch,Kehicap ranting,Hypothymis azurea,spesies,1,10,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,14/9/2023,GR-SR,GR-SR-P5,11.25 WIB,Red-throated Barbet,Takur warna-warni,Psilopogon mystacophanos,spesies,1,15,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,14/9/2023,GR-SR,GR-SR-P5,11.28 WIB,Cream-vented Bulbul,Merbah corok-corok,Pycnonotus simplex,spesies,1,15,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,14/9/2023,GR-SR,GR-SR-P5,11.30 WIB,Black-headed Bulbul,Cucak kurincang,Brachypodius atriceps,spesies,1,10,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,14/9/2023,GR-SR,GR-SR-P4,11.48 WIB,Black-naped Monarch,Kehicap ranting,Hypothymis azurea,spesies,1,10,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,14/9/2023,GR-SR,GR-SR-P4,11.50 WIB,Red-throated Barbet,Takur warna-warni,Psilopogon mystacophanos,spesies,1,15,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,14/9/2023,GR-SR,GR-SR-P4,11.55 WIB,Asian Fairy-bluebird,Kacembang gadung,Irena puella,spesies,1,10,VES
KALIMANTAN BARAT,GUNUNG RAYA,14/9/2023,GR-SR,GR-SR-P4,11.57 WIB,Black-headed Bulbul,Cucak kurincang,Brachypodius atriceps,spesies,1,10,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,14/9/2023,GR-SR,GR-SR-P4,11.59 WIB,Little Spiderhunter,Pijantung kecil,Arachnothera longirostra,spesies,1,7,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,14/9/2023,GR-SR,GR-SR-P4,12.05 WIB,Black-eared Barbet,Takur telinga hitam,Psilopogon duvaucelii,spesies,1,15,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,14/9/2023,GR-SR,GR-SR-P3,12.28 WIB,Red-crowned Barbet,Takur tutut,Psilopogon rafflesii,spesies,1,15,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,14/9/2023,GR-SR,GR-SR-P3,12.33 WIB,Black-eared Barbet,Takur telinga hitam,Psilopogon duvaucelii,spesies,1,15,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,14/9/2023,GR-SR,GR-SR-P3,12.37 WIB,Red-throated Barbet,Takur warna-warni,Psilopogon mystacophanos,spesies,1,15,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,14/9/2023,GR-SR,GR-SR-P3,12.40 WIB,Cream-vented Bulbul,Merbah corok-corok,Pycnonotus simplex,spesies,1,10,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,14/9/2023,GR-SR,GR-SR-P3,12.48 WIB,Puff-backed Bulbul,Cucak Rumbai-tungging,Euptilotus eutilotus,spesies,1,10,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,14/9/2023,GR-SR,GR-SR-P3,12.50 WIB,Black-eared Barbet,Takur telinga hitam,Harpactes duvaucelii,spesies,1,10,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,14/9/2023,GR-SR,GR-SR-P2,13.15 WIB,Rufous Piculet,Tukik Tikus,Sasia abnormis,spesies,1,7,VES
KALIMANTAN BARAT,GUNUNG RAYA,14/9/2023,GR-SR,GR-SR-P2,13.17 WIB,Black-headed Bulbul,Cucak kurincang,Brachypodius atriceps,spesies,1,10,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,14/9/2023,GR-SR,GR-SR-P2,13.19 WIB,Black-eared Barbet,Takur telinga hitam,Psilopogon duvaucelii,spesies,1,15,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,14/9/2023,GR-SR,GR-SR-P2,13.20 WIB,Collared Kingfisher,Cekakak sungai,Todiramphus chloris,spesies,1,20,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,14/9/2023,GR-SR,GR-SR-P2,13.23 WIB,Oriental Dwarf-kingfisher,Udang Punggung api,Ceyx erithaca,spesies,1,10,VES
KALIMANTAN BARAT,GUNUNG RAYA,14/9/2023,GR-SR,GR-SR-P2,13.27 WIB,Maroon Woodpecker,Pelatuk pangkas,Blythipicus rubiginosus,spesies,1,7,VES
KALIMANTAN BARAT,GUNUNG RAYA,14/9/2023,GR-SR,GR-SR-P2,13. 33 WIB,Red-throated Barbet,Takur warna-warni,Psilopogon mystacophanos,spesies,1,15,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,14/9/2023,GR-SR,GR-SR-P2,13.35 WIB,Spectacled Bulbul,Merbah kacamata,Ixidia erythropthalmos,spesies,1,10,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,14/9/2023,GR-SR,GR-SR-P1,13.55 WIB,Black-and-yellow Broadbill,Sempur-hujan darat,Eurylaimus ochromalus,spesies,1,10,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,14/9/2023,GR-SR,GR-SR-P1,14.20 WIB,Little Spiderhunter,Pijantung kecil,Arachnothera longirostra,spesies,1,7,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,14/9/2023,GR-SR,GR-SR-P1,14.38 WIB,Red-throated Barbet,Takur warna-warni,Psilopogon mystacophanos,spesies,1,15,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,14/9/2023,GR-SR,GR-SR-P1,14.47 WIB,Black-eared Barbet,Takur telinga hitam,Psilopogon duvaucelii,spesies,1,15,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,14/9/2023,GR-SR,GR-SR-P1,14.53 WIB,Black-headed Bulbul,Cucak kurincang,Brachypodius atriceps,spesies,1,10,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,14/9/2023,GR-SR,GR-SR-P1,15.45 WIB,Plain Flowerpecker,Cabai polos,Dicaeum minullum,spesies,1,7,VES
KALIMANTAN BARAT,GUNUNG RAYA,14/9/2023,GR-SR,GR-SR-P1,15.59 WIB,Changeable Hawk-eagle,Elang brontok,Nisaetus cirrhatus,spesies,2,20,VES
KALIMANTAN BARAT,GUNUNG RAYA,14/9/2023,GR-SR,DSCN7644,10.53 WIB,Wreathed Hornbill,Julang Emas,Rhyticeros undulatus,spesies,1,10,VES
KALIMANTAN BARAT,GUNUNG RAYA,14/9/2023,GR-SR,NDA_4056,11.20 WIB,Black Eagle,Elang Hitam,Ictinaetus malaiensis,spesies,1,15,VES
KALIMANTAN BARAT,GUNUNG RAYA,14/9/2023,GR-SR,NDA_4133,08.58 WIB,Spotted Fantail,Kipasan mutiara,Rhipidura perlata,spesies,2,5,VES
KALIMANTAN BARAT,GUNUNG RAYA,14/9/2023,GR-SR,NDA_4079,08.01 WIB,Maroon Woodpecker,Pelatuk pangkas,Blythipicus rubiginosus,spesies,1,10,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,14/9/2023,GR-SR,NDA_4081,08.02 WIB,Black-eared Barbet,Takur telinga hitam,Harpactes duvaucelii,spesies,1,15,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,14/9/2023,GR-SR,NDA_4117,12.35 WIB,Red-naped Trogon,Luntur Kasumba,Harpactes kasumba,spesies,1,7,VES
KALIMANTAN BARAT,GUNUNG RAYA,14/9/2023,GR-SR,NDA_4121,13.31 WIB,Grey-headed Canary-flycatcher,Sikatan kepala-abu,Culicicapa ceylonensis,spesies,1,5,VES
KALIMANTAN BARAT,GUNUNG RAYA,14/9/2023,GR-SR,WhatsApp Image 2023-09-18 at 15.07.10,,Chestnut-naped Forktail,Meninting cegar,Enicurus ruficapillus,spesies,1,1,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,14/9/2023,GR-SR,NDA_4191,12.16 WIB,Grey-cheeked bulbul,Empuloh Janggut,Alophoixus tephrogenys,spesies,1,7,VES
KALIMANTAN BARAT,GUNUNG RAYA,14/9/2023,GR-SR,WhatsApp Image 2023-09-18 at 15.07.06,,,Pelanduk ekor-pendek,Pellorneum malaccense,spesies,1,1,PointLoc
