Landscape,Site,Date,Transect,Plot.ID,Time,Local.Name,English.Name,Scientific.Name,Taxon.Rank,Indv,Distance,Observation.Type
KALIMANTAN BARAT,GUNUNG RAYA,31/08/2023,GR-BP,GR-BP-P1,10.15 WIB,White-rumped Shama,Kucica hutan,Kittacincla malabarica,spesies,1,7,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,31/08/2023,GR-BP,GR-BP-P1,10.17 WIB,Red-crowned Barbet,Takur tutut,Psilopogon rafflesii,spesies,1,15,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,31/08/2023,GR-BP,GR-BP-P1,10.18 WIB,Great Argus,Kuau raja,Argusianus argus,spesies,1,20,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,31/08/2023,GR-BP,GR-BP-P1,10.19 WIB,Black-eared Barbet,Takur telinga hitam,Psilopogon duvaucelii,spesies,1,15,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,31/08/2023,GR-BP,GR-BP-P1,10.22 WIB,Rufous-tailed Tailorbird,Cinenen merah,Orthotomus sericeus,spesies,2,7,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,31/08/2023,GR-BP,GR-BP-P1,10.23 WIB,Common Iora,Cipoh kacat,Aegithina tiphia,spesies,1,5,VES
KALIMANTAN BARAT,GUNUNG RAYA,31/08/2023,GR-BP,GR-BP-P1,10.24 WIB,Black-naped Monarch,Kehicap ranting,Hypothymis azurea,spesies,1,10,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,31/08/2023,GR-BP,GR-BP-P1,10.27 WIB,Black-headed Bulbul,Cucak kurincang,Brachypodius atriceps,spesies,1,10,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,31/08/2023,GR-BP,GR-BP-P1,10.29 WIB,Rufous-crowned Babbler,Asi besar,Malacopteron magnum,spesies,1,7,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,31/08/2023,GR-BP,GR-BP-P1,10.31 WIB,Ashy Tailorbird,Cinenen kelabu,Orthotomus ruficeps,spesies,1,7,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,31/08/2023,GR-BP,GR-BP-P1,10.32 WIB,Olive-winged Bulbul,Merbah belukar,Pycnonotus plumosus,spesies,1,7,VES
KALIMANTAN BARAT,GUNUNG RAYA,31/08/2023,GR-BP,GR-BP-P1,10.34 WIB,Grey-hooded Babbler,Tepus merbah sampah,Cyanoderma bicolor,spesies,1,10,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,31/08/2023,GR-BP,GR-BP-P1,10.34 WIB,Cream-vented Bulbul,Merbah corok-corok,Pycnonotus simplex,spesies,2,10,VES
KALIMANTAN BARAT,GUNUNG RAYA,31/08/2023,GR-BP,GR-BP-P1,10.35 WIB,Slender-billed Crow,Gagak hutan,Corvus enca,spesies,1,15,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,31/08/2023,GR-BP,GR-BP-P1,10.35 WIB,Black-eared Barbet,Takur telinga hitam,Psilopogon duvaucelii,spesies,1,15,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,31/08/2023,GR-BP,GR-BP-P2,11.00 WIB,Ashy Tailorbird,Cinenen kelabu,Orthotomus ruficeps,spesies,1,7,VES
KALIMANTAN BARAT,GUNUNG RAYA,31/08/2023,GR-BP,GR-BP-P2,11.02 WIB,Olive-winged Bulbul,Merbah belukar,Pycnonotus plumosus,spesies,1,7,VES
KALIMANTAN BARAT,GUNUNG RAYA,31/08/2023,GR-BP,GR-BP-P2,11.04 WIB,Black-eared Barbet,Takur telinga hitam,Psilopogon duvaucelii,spesies,2,15,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,31/08/2023,GR-BP,GR-BP-P2,11.08 WIB,Cream-vented Bulbul,Merbah corok-corok,Pycnonotus simplex,spesies,1,15,VES
KALIMANTAN BARAT,GUNUNG RAYA,31/08/2023,GR-BP,GR-BP-P2,11.15 WIB,Rufous-tailed Tailorbird,Cinenen merah,Orthotomus sericeus,spesies,1,10,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,31/08/2023,GR-BP,GR-BP-P2,11.18 WIB,Black-naped Monarch,Kehicap ranting,Hypothymis azurea,spesies,1,7,VES
KALIMANTAN BARAT,GUNUNG RAYA,31/08/2023,GR-BP,GR-BP-P3,11.27 WIB,Black-eared Barbet,Takur telinga hitam,Psilopogon duvaucelii,spesies,1,10,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,31/08/2023,GR-BP,GR-BP-P3,11.34 WIB,House Swallow,Layang-layang  asia,Hirundo javanica,spesies,3,15,VES
KALIMANTAN BARAT,GUNUNG RAYA,31/08/2023,GR-BP,GR-BP-P3,11.40 WIB,Little Bronze-cuckoo,Kedasi laut,Chalcites minutillus,spesies,1,15,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,31/08/2023,GR-BP,GR-BP-P3,11.52 WIB,Brown Fulvetta,Wergan cokelat,Alcippe brunneicauda,spesies,2,15,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,31/08/2023,GR-BP,GR-BP-P3,11.54 WIB,Plain Sunbird,Burung-madu polos,Anthreptes simplex,spesies,1,15,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,31/08/2023,GR-BP,GR-BP-P3,11.59 WIB,Gold-whiskered Barbet,Takur gendang,Psilopogon chrysopogon,spesies,2,10,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,31/08/2023,GR-BP,GR-BP-P4,12.40 WIB,Black-naped Monarch,Kehicap ranting,Hypothymis azurea,spesies,1,7,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,31/08/2023,GR-BP,GR-BP-P4,12.41 WIB,Brown Fulvetta,Wergan cokelat,Alcippe brunneicauda,spesies,2,7,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,31/08/2023,GR-BP,GR-BP-P4,12.42 WIB,Red-crowned Barbet,Takur tutut,Psilopogon rafflesii,spesies,2,15,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,31/08/2023,GR-BP,GR-BP-P4,12.47 WIB,Black-eared Barbet,Takur telinga hitam,Psilopogon duvaucelii,spesies,2,15,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,31/08/2023,GR-BP,GR-BP-P4,12.50 WIB,Cream-vented Bulbul,Merbah corok-corok,Pycnonotus simplex,spesies,1,10,VES
KALIMANTAN BARAT,GUNUNG RAYA,31/08/2023,GR-BP,GR-BP-P4,12.52 WIB,Black-headed Bulbul,Cucak kurincang,Brachypodius atriceps,spesies,1,10,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,31/08/2023,GR-BP,GR-BP-P4,12.57 WIB,Asian Fairy-bluebird,Kacembang gadung,Irena puella,spesies,1,7,VES
KALIMANTAN BARAT,GUNUNG RAYA,31/08/2023,GR-BP,GR-BP-P5,13.15 WIB,Ashy Tailorbird,Cinenen kelabu,Orthotomus ruficeps,spesies,1,7,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,31/08/2023,GR-BP,GR-BP-P5,13.18 WIB,White-rumped Shama,Kucica hutan,Kittacincla malabarica,spesies,1,10,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,31/08/2023,GR-BP,GR-BP-P5,13.19 WIB,Fluffy-backed Tit-babbler,Ciung-air pongpong,Macronus ptilosus,spesies,1,3,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,31/08/2023,GR-BP,GR-BP-P5,13.21 WIB,Black-eared Barbet,Takur telinga hitam,Psilopogon duvaucelii,spesies,2,15,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,31/08/2023,GR-BP,GR-BP-P5,13.26 WIB,Rufous-tailed Tailorbird,Cinenen merah,Orthotomus sericeus,spesies,1,10,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,31/08/2023,GR-BP,GR-BP-P5,14.29 WIB,Gold-whiskered Barbet,Takur gendang,Psilopogon chrysopogon,spesies,2,10,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,31/08/2023,GR-BP,GR-BP-P5,14.30 WIB,Red-throated Barbet,Takur warna-warni,Psilopogon mystacophanos,spesies,1,15,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,31/08/2023,GR-BP,GR-BP-P5,14.31 WIB,Rufous Piculet,Tukik Tikus,Sasia abnormis,spesies,1,10,VES
KALIMANTAN BARAT,GUNUNG RAYA,31/08/2023,GR-BP,GR-BP-P5,14.33 WIB,Changeable Hawk-eagle,Elang brontok,Nisaetus cirrhatus,spesies,1,15,VES
KALIMANTAN BARAT,GUNUNG RAYA,31/08/2024,GR-BP,GR-BP-P5,14.34 WIB,Crested Serpent-eagle,Elang-ular bido,Spilornis cheela,spesies,2,15,VES
KALIMANTAN BARAT,GUNUNG RAYA,31/08/2023,GR-BP,GR-BP-P6,14.40 WIB,Black-headed Bulbul,Cucak kurincang,Brachypodius atriceps,spesies,1,10,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,31/08/2023,GR-BP,GR-BP-P6,14.43 WIB,Cream-vented Bulbul,Merbah corok-corok,Pycnonotus simplex,spesies,1,7,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,31/08/2023,GR-BP,GR-BP-P6,14.44 WIB,Ashy Tailorbird,Cinenen kelabu,Orthotomus ruficeps,spesies,2,7,VES
KALIMANTAN BARAT,GUNUNG RAYA,31/08/2023,GR-BP,GR-BP-P6,14.46 WIB,Red-crowned Barbet,Takur tutut,Psilopogon rafflesii,spesies,2,15,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,31/08/2023,GR-BP,GR-BP-P6,14.47 WIB,Black-eared Barbet,Takur telinga hitam,Psilopogon duvaucelii,spesies,2,15,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,31/08/2023,GR-BP,GR-BP-P6,14.50 WIB,Red-throated Barbet,Takur warna-warni,Psilopogon mystacophanos,spesies,2,15,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,31/08/2023,GR-BP,GR-BP-P6,15.03 WIB ,Black-and-yellow Broadbill,Sempur-hujan darat,Eurylaimus ochromalus,spesies,1,10,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,31/08/2023,GR-BP,GR-BP-P7,15.07 WIB,House Swallow,Layang-layang  asia,Hirundo javanica,spesies,5,15,VES
KALIMANTAN BARAT,GUNUNG RAYA,31/08/2023,GR-BP,GR-BP-P7,15.10 WIB,Red-throated Barbet,Takur warna-warni,Psilopogon mystacophanos,spesies,2,7,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,31/08/2023,GR-BP,GR-BP-P7,15.12 WIB,Black-eared Barbet,Takur telinga hitam,Psilopogon duvaucelii,spesies,2,7,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,31/08/2023,GR-BP,GR-BP-P7,15.12 WIB,Cream-vented Bulbul,Merbah corok-corok,Pycnonotus simplex,spesies,1,15,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,31/08/2023,GR-BP,GR-BP-P7,15.20 WIB,Bold-striped Tit-babbler,Ciung-air coreng,Mixornis bornensis,spesies,2,7,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,31/08/2023,GR-BP,GR-BP-P7,15.25 WIB,Bornean Black Magpie,Tangkar kambing,Platysmurus aterrimus,spesies,1,10,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Jan-23,GR-BP,GR-BP-P1,10.35 WIB,Ashy Tailorbird,Cinenen kelabu,Orthotomus ruficeps,spesies,1,7,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Jan-23,GR-BP,GR-BP-P1,10.36 WIB,Greater Racquet-tailed Drongo,Srigunting batu,Dicrurus paradiseus,spesies,1,10,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Jan-23,GR-BP,GR-BP-P1,10.40 WIB,Raffles's Malkoha,Kadalan selaya,Rhinortha chlorophaea,spesies,1,5,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Jan-23,GR-BP,GR-BP-P1,10.44 WIB,Brown Fulvetta,Wergan cokelat,Alcippe brunneicauda,spesies,1,5,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Jan-23,GR-BP,GR-BP-P1,10.46 WIB,Ruby-cheeked Sunbird,Burung-madu belukar,Chalcoparia singalensis,spesies,1,15,VES
KALIMANTAN BARAT,GUNUNG RAYA,9-Jan-23,GR-BP,GR-BP-P1,10.48 WIB,Black-eared Barbet,Takur telinga hitam,Psilopogon duvaucelii,spesies,1,7,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Jan-23,GR-BP,GR-BP-P1,10.50 WIB,Orange-bellied Flowerpecker,Cabai-bunga api,Dicaeum trigonostigma,spesies,1,5,VES
KALIMANTAN BARAT,GUNUNG RAYA,9-Jan-23,GR-BP,GR-BP-P1,10.51 WIB,Little Spiderhunter,Pijantung kecil,Arachnothera longirostra,spesies,1,10,VES
KALIMANTAN BARAT,GUNUNG RAYA,9-Jan-23,GR-BP,GR-BP-P1,10.53 WIB,Black-naped Monarch,Kehicap ranting,Hypothymis azurea,spesies,1,10,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Jan-23,GR-BP,GR-BP-P2,12.30 WIB,Crested Serpent-eagle,Elang-ular bido,Spilornis cheela,spesies,1,15,VES
KALIMANTAN BARAT,GUNUNG RAYA,9-Jan-23,GR-BP,GR-BP-P2,12.40 WIB,Changeable Hawk-eagle,Elang brontok,Nisaetus cirrhatus,spesies,1,15,VES
KALIMANTAN BARAT,GUNUNG RAYA,9-Jan-23,GR-BP,GR-BP-P2,12.44 WIB,Bat Hawk,Elang Kelelawar,Macheiramphus alcinus,spesies,1,15,VES
KALIMANTAN BARAT,GUNUNG RAYA,9-Jan-23,GR-BP,GR-BP-P2,14.00 WIB,Black Eagle,Elang Hitam,Ictinaetus malaiensis,spesies,1,15,VES
KALIMANTAN BARAT,GUNUNG RAYA,9-Jan-23,GR-BP,GR-BP-P2,14.20 WIB,Black-and-yellow Broadbill,Sempur-hujan darat,Eurylaimus ochromalus,spesies,1,10,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Jan-23,GR-BP,GR-BP-P3,15.14 WIB,Black-eared Barbet,Takur telinga hitam,Psilopogon duvaucelii,spesies,1,7,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Jan-23,GR-BP,GR-BP-P3,15.16 WIB,House Swallow,Layang-layang  asia,Hirundo javanica,spesies,5,15,VES
KALIMANTAN BARAT,GUNUNG RAYA,9-Jan-23,GR-BP,GR-BP-P3,15.34 WIB,Great Argus,Kuau raja,Argusianus argus,spesies,1,20,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Jan-23,GR-BP,GR-BP-P3,15.36 WIB,Red-throated Barbet,Takur warna-warni,Psilopogon mystacophanos,spesies,1,15,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Jan-23,GR-BP,GR-BP-P3,16.10 WIB,White-rumped Shama,Kucica hutan,Kittacincla malabarica,spesies,1,7,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Jan-23,GR-BP,GR-BP-P3,16.23 WIB,Ashy Tailorbird,Cinenen kelabu,Orthotomus ruficeps,spesies,1,7,VES
KALIMANTAN BARAT,GUNUNG RAYA,9-Jan-23,GR-BP,GR-BP-P3,16.30 WIB,White-bellied Woodpecker,Pelatuk ayam,Dryocopus javensis,spesies,1,10,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Jan-23,GR-BP,GR-BP-P3,16.32 WIB,Red-crowned Barbet,Takur tutut,Psilopogon rafflesii,spesies,1,15,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Jan-23,GR-BP,GR-BP-P4,16.36 WIB,White-rumped Shama,Kucica hutan,Kittacincla malabarica,spesies,1,10,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Jan-23,GR-BP,GR-BP-P4,16.40 WIB,Asian Fairy-bluebird,Kacembang gadung,Irena puella,spesies,1,10,VES
KALIMANTAN BARAT,GUNUNG RAYA,9-Jan-23,GR-BP,GR-BP-P4,16.43 WIB,Scaly-breasted Bulbul,Bulbul berdada sisik,Ixidia squamata,spesies,1,10,VES
KALIMANTAN BARAT,GUNUNG RAYA,9-Jan-23,GR-BP,GR-BP-P4,16.46 WIB,Red-throated Barbet,Takur warna-warni,Psilopogon mystacophanos,spesies,2,15,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Jan-23,GR-BP,GR-BP-P4,16.49 WIB,Rufous-tailed Tailorbird,Cinenen merah,Orthotomus sericeus,spesies,1,7,VES
KALIMANTAN BARAT,GUNUNG RAYA,9-Jan-23,GR-BP,GR-BP-P4,16.52 WIB,Black-eared Barbet,Takur telinga hitam,Psilopogon duvaucelii,spesies,2,15,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Jan-23,GR-BP,GR-BP-P4,16.59 WIB,Red-eyed Bulbul,Merbah mata-merah,Pycnonotus brunneus,spesies,2,10,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Jan-23,GR-BP,GR-BP-P5,17.05 WIB,Brown Fulvetta,Wergan cokelat,Alcippe brunneicauda,spesies,1,5,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Jan-23,GR-BP,GR-BP-P5,17.10 WIB,Black-headed Bulbul,Cucak kurincang,Brachypodius atriceps,spesies,1,7,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Jan-23,GR-BP,GR-BP-P5,17.16 WIB,Rufous Piculet,Tukik Tikus,Sasia abnormis,spesies,1,8,VES
KALIMANTAN BARAT,GUNUNG RAYA,9-Jan-23,GR-BP,GR-BP-P5,17.17 WIB,Collared Kingfisher,Cekakak sungai,Todiramphus chloris,spesies,1,10,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Jan-23,GR-BP,GR-BP-P5,17.25 WIB,Maroon Woodpecker,Pelatuk pangkas,Blythipicus rubiginosus,spesies,1,7,VES
KALIMANTAN BARAT,GUNUNG RAYA,9-Jan-23,GR-BP,GR-BP-P5,20.25 WIB,Sunda Scops-owl,Celepuk reban,Otus lempiji,spesies,1,10,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Feb-23,GR-BP,GR-BP-P1,06.10 WIB,Brown Fulvetta,Wergan cokelat,Alcippe brunneicauda,spesies,1,7,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Feb-23,GR-BP,GR-BP-P1,06.15 WIB,Short-tailed Babbler,Pelanduk ekor-pendek,Pellorneum malaccense,spesies,1,7,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Feb-23,GR-BP,GR-BP-P1,06.27 WIB,Ashy Tailorbird,Cinenen kelabu,Orthotomus ruficeps,spesies,1,5,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Feb-23,GR-BP,GR-BP-P1,06.35 WIB,Rufous-tailed Tailorbird,Cinenen merah,Orthotomus sericeus,spesies,2,7,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Feb-23,GR-BP,GR-BP-P1,06.43 WIB,Black-headed Bulbul,Cucak kurincang,Brachypodius atriceps,spesies,1,10,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Feb-23,GR-BP,GR-BP-P1,06.56 WIB,Black-eared Barbet,Takur telinga hitam,Psilopogon duvaucelii,spesies,2,15,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Feb-23,GR-BP,GR-BP-P2,08.55 WIB,Red-throated Barbet,Takur warna-warni,Psilopogon mystacophanos,spesies,2,15,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Feb-23,GR-BP,GR-BP-P2,08.59 WIB,Orange-bellied Flowerpecker,Cabai-bunga api,Dicaeum trigonostigma,spesies,1,7,VES
KALIMANTAN BARAT,GUNUNG RAYA,9-Feb-23,GR-BP,GR-BP-P2,09.05 WIB,Little Spiderhunter,Pijantung kecil,Arachnothera longirostra,spesies,1,7,VES
KALIMANTAN BARAT,GUNUNG RAYA,9-Feb-23,GR-BP,GR-BP-P2,09.07 WIB,Rufous Piculet,Tukik Tikus,Sasia abnormis,spesies,1,7,VES
KALIMANTAN BARAT,GUNUNG RAYA,9-Feb-23,GR-BP,GR-BP-P2,09.13 WIB,Changeable Hawk-eagle,Elang brontok,Nisaetus cirrhatus,spesies,1,15,VES
KALIMANTAN BARAT,GUNUNG RAYA,9-Feb-23,GR-BP,GR-BP-P2,09.15 WIB,Rufous-tailed Tailorbird,Cinenen merah,Orthotomus sericeus,spesies,1,7,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Feb-23,GR-BP,GR-BP-P2,09.18 WIB,Grey-hooded Babbler,Tepus merbah sampah,Cyanoderma bicolor,spesies,1,7,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Feb-23,GR-BP,GR-BP-P3,09.49 WIB,Black-eared Barbet,Takur telinga hitam,Psilopogon duvaucelii,spesies,1,15,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Feb-23,GR-BP,GR-BP-P3,09.53 WIB,Orange-bellied Flowerpecker,Cabai-bunga api,Dicaeum trigonostigma,spesies,2,10,VES
KALIMANTAN BARAT,GUNUNG RAYA,9-Feb-23,GR-BP,GR-BP-P3,09.59 WIB,Greater Green Leafbird,Cica-daun besar,Chloropsis sonnerati,spesies,1,10,VES
KALIMANTAN BARAT,GUNUNG RAYA,9-Feb-23,GR-BP,GR-BP-P3,10.24 WIB,Cream-vented Bulbul,Merbah corok-corok,Pycnonotus simplex,spesies,2,10,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Feb-23,GR-BP,GR-BP-P3,10.52 WIB,Yellow-vented Flowerpecker,Cabai Rimba,Dicaeum chrysorrheum,spesies,1,7,VES
KALIMANTAN BARAT,GUNUNG RAYA,9-Feb-23,GR-BP,GR-BP-P4,11.20 WIB,Grey-capped Emerald Dove,Delimukan zamrud,Chalcophaps indica,spesies,1,7,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Feb-23,GR-BP,GR-BP-P4,11.24 WIB,Red-throated Barbet,Takur warna-warni,Psilopogon mystacophanos,spesies,2,15,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Feb-23,GR-BP,GR-BP-P4,11.26 WIB,Black-eared Barbet,Takur telinga hitam,Psilopogon duvaucelii,spesies,2,15,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Feb-23,GR-BP,GR-BP-P4,11.29 WIB,Ashy Tailorbird,Cinenen kelabu,Orthotomus ruficeps,spesies,2,7,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Feb-23,GR-BP,GR-BP-P4,11.35 WIB,Rufous-tailed Tailorbird,Cinenen merah,Orthotomus sericeus,spesies,1,7,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Feb-23,GR-BP,GR-BP-P4,11.38 WIB,Black-headed Bulbul,Cucak kurincang,Brachypodius atriceps,spesies,1,7,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Feb-23,GR-BP,GR-BP-P4,11.53 WIB,Black-naped Monarch,Kehicap ranting,Hypothymis azurea,spesies,1,10,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Feb-23,GR-BP,GR-BP-P4,12.18 WIB,Cream-vented Bulbul,Merbah corok-corok,Pycnonotus simplex,spesies,2,10,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Feb-23,GR-BP,GR-BP-P4,12.20 WIB,Black-throated Babbler,Tepus kaban,Stachyris nigricollis,spesies,1,7,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Feb-23,GR-BP,GR-BP-P4,12.25 WIB,White-rumped Shama,Kucica hutan,Kittacincla malabarica,spesies,1,10,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Feb-23,GR-BP,GR-BP-P5,12.50 WIB,Indian Cuckoo,Kangkok india,Cuculus micropterus,spesies,1,10,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Feb-23,GR-BP,GR-BP-P5,13.10 WIB,Bornean Black Magpie,Tangkar kambing,Platysmurus aterrimus,spesies,1,10,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Feb-23,GR-BP,GR-BP-P5,13.15 WIB,Red-throated Barbet,Takur warna-warni,Psilopogon mystacophanos,spesies,2,15,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Feb-23,GR-BP,GR-BP-P5,13.18 WIB,Black-eared Barbet,Takur telinga hitam,Psilopogon duvaucelii,spesies,2,15,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Feb-23,GR-BP,GR-BP-P5,13.24 WIB,Grey-hooded Babbler,Tepus merbah sampah,Cyanoderma bicolor,spesies,1,10,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Feb-23,GR-BP,GR-BP-P5,13.27 WIB,Black-headed Bulbul,Cucak kurincang,Brachypodius atriceps,spesies,1,10,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Feb-23,GR-BP,GR-BP-P5,13.33.WIB,Cream-vented Bulbul,Merbah corok-corok,Pycnonotus simplex,spesies,1,10,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Feb-23,GR-BP,GR-BP-P5,13.40 WIB,Rufous-tailed Tailorbird,Cinenen merah,Orthotomus sericeus,spesies,2,7,VES
KALIMANTAN BARAT,GUNUNG RAYA,9-Feb-23,GR-BP,GR-BP-P6,14.20 WIB,Red-eyed Bulbul,Merbah mata-merah,Pycnonotus brunneus,spesies,1,7,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Feb-23,GR-BP,GR-BP-P6,14.27 WIB,Black-headed Bulbul,Cucak kurincang,Brachypodius atriceps,spesies,1,9,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Feb-23,GR-BP,GR-BP-P6,14.34 WIB,Black-eared Barbet,Takur telinga hitam,Psilopogon duvaucelii,spesies,2,15,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Feb-23,GR-BP,GR-BP-P6,14.43 WIB,Ashy Tailorbird,Cinenen kelabu,Orthotomus ruficeps,spesies,2,7,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Feb-23,GR-BP,GR-BP-P6,14.50 WIB,Changeable Hawk-eagle,Elang brontok,Nisaetus cirrhatus,spesies,1,15,VES
KALIMANTAN BARAT,GUNUNG RAYA,9-Feb-23,GR-BP,GR-BP-P6,14.55 WIB,Chestnut-crested Yuhina,Yuhina kalimantan,Staphida everetti/Yuhina everetti,spesies,3,5,VES
KALIMANTAN BARAT,GUNUNG RAYA,9-Feb-23,GR-BP,GR-BP-P6,14.59 WIB,Maroon Woodpecker,Pelatuk pangkas,Blythipicus rubiginosus,spesies,1,7,VES
KALIMANTAN BARAT,GUNUNG RAYA,9-Feb-23,GR-BP,GR-BP-P7,15.45 WIB,House Swallow,Layang-layang  asia,Hirundo javanica,spesies,5,15,VES
KALIMANTAN BARAT,GUNUNG RAYA,9-Feb-23,GR-BP,GR-BP-P7,15.53 WIB,Ashy Tailorbird,Cinenen kelabu,Orthotomus ruficeps,spesies,2,7,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Feb-23,GR-BP,GR-BP-P7,16.13 WIB,Cream-vented Bulbul,Merbah corok-corok,Pycnonotus simplex,spesies,1,10,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Feb-23,GR-BP,GR-BP-P7,16.17 WIB,Black-eared Barbet,Takur telinga hitam,Psilopogon duvaucelii,spesies,2,15,PointLoc
KALIMANTAN BARAT,GUNUNG RAYA,9-Feb-23,GR-BP,GR-BP-P7,16.20 WIB,Red-throated Barbet,Takur warna-warni,Psilopogon mystacophanos,spesies,2,15,PointLoc
